Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
300610,18785,22414,15107
940390,3396,5254,6141
847960,3062,13007,6310
847050,6131,6544,8989
830160,3457,4761,6130
870810,19433,23020,15230
870110,1073,2720,4246
901831,5714,6418,4372
291639,6308,5807,11976
540110,11062,31743,22025
520939,9099,13790,9544
480439,7521,6976,9946
850730,7361,7213,6618
902150,556,3018,5798
551614,1219,3279,7557
392010,13220,14741,14029
850239,87704,11105,28251
731021,6374,7782,11649
293369,5058,6306,7126
390512,10537,13075,4774
853630,8300,10004,14736
300640,10616,11083,11615
831000,3320,4083,6420
820551,6149,7880,4500
760200,221,2146,11218
848060,5076,8687,5567
851660,8378,9392,8555
391590,637,5912,6751
293219,5494,9181,9752
230120,3455,6731,9023
842641,17420,13010,11835
320810,7509,9192,9549
640299,25343,54923,10682
520911,17773,14169,5761
490700,9195,9643,9506
854460,18666,39705,26137
844790,8390,9883,8902
730490,9953,15764,12163
380630,8004,8412,8041
551299,11651,11520,7751
293311,8090,8593,9102
841191,2417,824,12398
841440,9615,14296,11750
320420,8373,10501,10907
852352,7515,7497,10645
851610,4044,6569,8670
401039,10470,26050,8834
851110,7978,14326,9273
848010,9733,15856,9260
170211,5804,4645,4605
560314,4785,5348,8034
391732,5377,8812,15298
382471,1367,7134,11127
293810,9011,7887,4528
520513,16680,3550,4092
560391,7633,10771,8866
831120,4561,5962,6012
722020,5764,8297,8117
841360,5284,5394,4650
902129,2290,3722,5249
820559,11416,12348,9526
940330,6400,5374,8166
401012,7202,9665,9982
290943,6102,5941,5708
700510,2744,11325,16220
730411,3893,1338,1755
382410,9700,21108,12667
370790,5211,7708,8184
290129,7775,10602,9902
580429,271,1383,1715
841311,7163,9064,6575
560394,7161,4505,5105
200290,3872,11166,11546
600621,1545,7067,12418
701310,10523,16847,10430
730650,911,3357,3616
293722,5444,2757,4544
390890,10551,13817,13927
400211,8908,9356,8397
844511,1732,2221,820
721640,2886,6606,2666
846599,5018,8364,6242
