Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
401199,10672,22285,28931
854330,13598,21853,23013
846729,22650,24912,30944
240220,59664,34380,12147
902212,16418,19891,13945
842699,5841,3899,16029
870432,26660,11575,3239
381400,19799,26416,26937
854121,2726,2759,7003
902290,23555,22800,24488
340319,24129,12368,19542
902790,27958,29461,22683
390791,17319,22749,22213
845610,18800,18936,16657
381090,25697,23301,21713
90411,14974,15869,16533
391732,26120,19329,17856
480525,6887,12865,16861
853530,14564,20212,20254
630900,9027,21148,26881
391740,21869,22301,20181
401140,13134,17280,19212
848490,21202,23723,27736
902830,19245,27563,27023
151219,5317,7916,14517
481390,18040,22201,23147
842489,43645,18197,35346
283525,20099,18396,17681
844339,0,35466,19508
903089,13839,23242,14319
852859,0,34988,31201
846620,20869,15229,22473
870850,15372,14198,18148
401519,11951,11868,15674
20629,5619,23762,23622
850131,16696,17933,14684
280700,36334,51559,42307
901090,13796,19805,40271
180632,29890,25756,23509
847149,19667,24954,14382
702000,12012,23870,23195
420299,14661,11186,34207
482390,27193,27637,28660
400219,25326,34253,31050
441011,0,24205,25069
841939,13755,14927,20941
820790,55881,44033,23443
850790,13852,14575,16160
390930,29148,30805,16201
30462,0,42299,44171
847780,23514,31080,36205
320990,18579,18185,20238
740921,13195,5186,9929
940389,0,16249,19044
70310,6171,21702,4938
731700,8974,15682,10406
848299,26424,28049,21417
40299,23886,67222,45009
390311,27852,32875,28919
293629,21536,19213,20614
843840,2503,1471,55715
848079,19536,20624,24593
850610,11377,14758,11188
871499,9609,10916,13830
540220,33172,21024,30964
843810,16436,49478,20278
732399,17508,31531,25425
732620,11399,15601,19839
321410,11599,19439,20759
848330,18524,27077,22492
851610,11669,15289,27428
842129,15315,18200,20470
340399,17477,19885,19208
940290,13630,16429,17221
291614,30281,41507,30714
841381,31482,31762,47921
392111,14186,41160,32809
390890,14362,17179,33698
731021,19308,21342,21483
681099,6656,10547,13984
940490,12535,17319,19383
871130,2603,15432,20482
843143,35904,29928,21506
842940,28641,41845,21790
843041,13165,20364,25715
850212,18466,17162,18279
610990,23304,20683,29501
854710,7328,7585,3445
283526,17767,27230,20767
840290,59359,57648,82248
731449,14867,17269,16898
842649,21364,54597,38463
841981,27449,35282,34568
843890,29787,24003,19584
842612,2661,340,21712
721631,10091,21682,15878
481141,16496,19084,22066
901819,7977,8130,8671
640399,2334,23937,27952
281512,34774,41337,25186
160414,2430,5005,9431
847180,78647,26495,17272
847982,66120,18925,20602
283711,14042,17455,17577
870600,2197,14509,54953
620520,23184,27499,29933
330720,16019,20877,20334
903033,0,15606,16572
853929,5059,5876,6716
854790,29643,28385,27120
940190,30450,39477,34513
481019,8432,20250,16389
901831,14035,14022,19654
390422,11670,13012,12601
481320,13640,13270,17114
20220,22106,28386,18003
780600,2354,20329,39710
200811,10238,12236,13138
40630,14199,14479,22480
846610,48604,48548,25453
730650,6214,18968,19436
850239,55504,7874,12417
848280,23199,40543,28498
580632,9372,20765,15953
853310,19732,27612,25253
732090,15256,13488,10714
220830,20185,31496,35268
930200,7143,32737,16602
180620,11412,15550,15119
741021,22157,18569,28637
300590,16746,16532,22398
842920,21923,42073,27487
850220,12440,14139,13283
843629,29804,20055,15313
392061,7124,9642,11407
820719,5682,9168,7317
270750,28037,33143,26311
800110,7172,7121,17105
720838,46734,25554,26707
150790,38075,18544,13487
390710,17870,16919,20839
900290,8878,9998,13501
722820,460,2048,8344
160232,2535,5279,4494
851718,0,52810,50922
290611,11439,20949,18382
284690,1213,1795,5432
390410,56324,66533,44908
580190,31051,58172,46826
91011,0,428,7123
848360,18154,18731,19814
831110,14086,17665,15428
840810,43856,13495,9220
392043,11832,22584,19702
292090,12612,9689,9122
910121,23579,24043,24618
940340,11657,22867,22810
160250,4362,8471,13536
310590,12738,16176,13811
190120,11052,10110,11732
420212,25296,29852,36885
740311,16332,17004,18018
852791,0,18783,21833
760711,17157,17993,16140
720837,23254,13574,19075
845710,10490,7436,17661
293090,7880,17249,13577
730799,15925,28663,21468
852351,0,36322,152606
392049,13866,17201,15875
700510,15828,21556,30149
850152,12795,14478,15770
860290,1550,42,64
843610,23521,25417,20725
391390,7479,10426,14654
870829,43324,28320,24019
