Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
300410,105694,128923,84040
854411,88734,82345,83580
291612,87480,90156,89186
851110,88566,98447,94826
848410,111562,125762,116080
850650,138777,138882,133244
160411,74079,97504,78106
970190,51745,80822,105940
731829,137691,145111,118450
160420,69524,67154,79264
480257,144496,159238,132113
310280,58860,96899,93751
294110,69131,92919,77700
611090,68916,74888,93249
350400,58271,62056,76983
902810,105787,53818,107581
720916,134822,145842,101740
610130,74858,90985,96353
10392,72304,69155,56778
852842,4678,8708,59545
843880,82416,85744,82257
381800,120045,122874,105670
481151,98471,109936,114760
200520,92272,116090,85330
740721,113110,127736,109919
902212,96369,90797,63317
760611,163676,148499,126298
851711,96997,82122,75534
40620,68188,77949,84028
390311,102137,128873,102507
830250,75723,80810,85693
610444,138608,136643,134759
560311,65620,63782,64917
711790,126848,128320,117741
847910,100757,119417,104978
901390,120031,118925,86655
330730,130926,99056,96952
151790,48534,59101,63140
560392,104519,98198,74289
851672,84372,81842,78656
848130,92858,111651,97969
392210,74974,77647,88299
290949,94951,119238,95422
320990,109992,118285,101252
730830,80858,89492,98494
293590,65102,61642,61934
481950,104813,90535,96184
620453,132431,139159,158261
950631,104436,110153,114648
340120,84045,85471,63402
732020,119926,126925,96675
340319,88409,92372,91936
381590,72522,75577,88308
845811,108765,124369,116834
841919,62188,60511,62638
441234,181720,187710,103838
701990,223395,84262,86429
610610,106088,105859,105238
210112,71023,74776,75781
750210,109760,140724,124230
610620,130851,116306,107554
940530,99874,88128,83106
441192,87713,80395,81276
847290,153588,100431,107348
900319,74650,71071,88555
681182,73548,79269,77264
70511,69427,79028,64665
711292,265070,65638,54566
391739,81593,84529,90961
920710,68182,78232,76206
701399,86709,91091,93933
630532,73038,94747,90010
854129,97238,108772,113002
291411,119627,91100,76314
292241,74245,78411,70828
80232,82352,85459,67194
851631,83143,85780,82592
70320,66082,54160,60865
961700,40567,54843,87395
821210,99795,107621,99145
20711,108307,102481,106189
741210,80263,91611,123676
740710,79984,78592,70826
848299,97687,115408,100371
392610,95454,102424,86550
80410,58220,63450,63782
21012,76564,70983,73695
721633,128105,167016,136698
670210,48492,54147,69388
940610,56190,80123,75603
620920,103712,98504,92617
40120,90059,93889,77429
870821,135101,137952,116770
121190,72942,101685,79601
392030,76264,84732,85461
901490,123394,130491,93749
290531,145527,163206,101827
841510,83424,98820,94169
390791,89513,90459,103088
170310,71957,80221,79414
340399,102977,111294,107025
390330,111643,117894,99695
760421,77043,80303,89903
730110,70390,73837,69163
620211,122001,127969,119988
130219,61156,71986,71137
570242,68933,68994,72201
200570,69479,74073,72234
851310,95536,85921,85496
491110,178427,155259,124103
170290,66836,76417,67011
621142,51723,51951,79627
200989,89648,82968,74846
70920,75706,75674,74317
340211,72211,73382,74226
850140,62014,63966,72558
850132,55658,87785,113648
292690,185640,187215,200641
960340,64035,54023,60713
750110,276623,181773,223504
380899,48590,55925,60174
681091,149264,146675,111075
760692,66109,89702,95860
851981,104959,101566,100939
491191,90595,72949,80303
732619,83975,85139,89578
843340,62737,78886,78243
830160,107145,115193,96643
292910,110630,130776,80506
901832,90529,83016,67305
210210,53828,55325,54355
370130,79824,103034,89327
283620,86110,90149,83111
902129,51971,38937,76809
852729,221348,216146,212745
350610,68011,85547,95717
843680,64827,68119,89613
871140,105555,85790,109069
270300,52982,64778,64243
680690,99895,111754,100412
690723,87964,78839,80389
701337,91653,100000,92572
890391,84608,62066,120951
390390,93738,100258,94526
480519,91027,105874,98141
851010,66838,69938,64884
900110,59828,71509,64812
401180,70469,93009,101040
20443,84106,91354,74271
570500,70421,74294,77456
611211,33424,49475,56774
481420,55265,68937,82341
851989,54284,44987,82514
961210,141419,111314,91723
870600,153500,100037,94104
390319,96538,100179,88931
320300,67334,75281,79547
200811,74399,107122,117268
293331,49785,53467,56820
130239,36202,38496,40190
151590,49186,49840,74499
731700,85500,99596,88436
81120,57324,54569,50731
240210,48073,46000,50294
40410,98993,87480,95256
441520,50711,62748,46923
731812,77362,79785,81024
846799,75019,77185,76557
611212,35939,42281,57024
851840,83988,84609,71794
710391,155119,104744,145359
60110,61909,68280,57748
200971,62950,73458,60754
843141,72986,92151,91660
71010,58211,62774,67557
440799,59489,70430,71521
851130,97995,104519,81771
