Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
854130,52436,56596,50991
321511,62239,58656,57004
730511,19416,30831,54006
380991,27269,40403,36596
80510,41995,42416,40373
20712,29354,34342,33481
842131,31046,50098,50274
850710,38655,52962,57424
830249,57255,58706,61147
290512,32797,27502,23894
940310,60257,52829,48784
848490,28663,43914,51043
200989,35916,43074,47260
210610,31386,26647,26768
850610,67774,56526,42885
901811,16646,18277,36617
392490,67094,101588,56827
370710,39451,38977,36056
281122,46051,47382,58955
851290,43938,61978,48090
293628,47696,48466,46118
750512,28772,46701,66875
871410,40558,39559,48430
391739,39071,46497,46456
850152,38615,61843,42678
842710,62786,68844,62608
480257,41658,39314,36869
841451,48509,38666,42208
843041,33629,95150,57596
847982,30318,46731,47694
261800,51896,51289,65614
846792,53242,50257,44064
70490,33881,38188,36762
940490,53798,60296,53828
847050,98773,89761,98921
180400,15553,16791,30650
841381,51354,48053,44693
151219,23009,23914,27641
681510,40300,44224,36305
381512,153175,61445,154491
30633,0,56374,59682
290522,32725,54566,43371
901910,27616,37848,46350
820240,41312,48743,43752
420330,69368,64973,65845
200819,140013,102290,43622
870880,71910,55846,54320
392020,47762,55185,41403
902214,19616,20095,13245
391740,41905,47019,38669
761010,54733,52801,48832
871150,101400,105229,66758
842959,151371,128018,79416
621790,126282,104412,112038
870340,0,25752,66071
390810,51279,76517,57863
20311,43909,39598,32538
950691,45797,49138,38349
853180,33193,47313,45840
640359,47678,65260,63697
40310,35078,35063,36087
381129,61667,37899,26669
852560,42880,44593,45388
420229,73531,84208,79766
300510,38923,38460,45568
300420,23740,29137,33692
848280,167510,97595,58146
901290,21792,23924,21432
902590,24900,25775,32067
300212,0,33392,46156
190219,33191,33453,33293
903210,21590,20669,18340
292390,32982,35117,40259
740710,91226,101223,50040
903033,29963,44753,43135
731816,42721,48662,49931
902219,60046,51256,59763
600129,29920,33939,32904
851822,58169,59215,48547
842290,40644,48097,46023
292910,103550,123862,68152
220710,50688,41767,46442
160557,54879,69561,64608
620520,55333,52325,50514
271119,63149,60499,74441
200410,38506,39228,44059
721633,74873,76058,57837
901190,36756,37201,38816
841583,27306,46536,34209
81090,30824,35801,31797
843120,56222,61373,46871
853941,20569,19140,25440
151790,44018,43901,43890
160249,21072,22912,24590
392620,16579,25322,43212
390410,43909,29561,28675
30392,0,22580,51104
850940,35594,36939,36021
650699,4646,22813,36024
721012,41950,54762,44988
848360,34151,45940,47111
482369,33754,39519,39608
293690,41521,43564,43971
853810,45584,52391,51393
690721,0,27636,48104
730661,44700,47049,83761
690911,42194,43998,34887
732393,45986,61214,45577
610463,36913,34015,42061
490700,35652,34422,21043
820719,47262,47878,46606
390599,42982,44232,37870
731829,30697,36657,39814
901812,34553,48483,38366
70200,31737,32823,33549
392049,28062,37039,35439
732620,31230,34260,44845
330610,21722,23613,31877
420500,119745,88619,51223
901850,48514,45430,48025
730424,15433,306775,40353
291229,32246,31542,36485
853221,62773,61633,37311
480255,31000,21344,25197
281290,42763,37693,36533
851718,56405,45380,45213
903010,27161,23566,28257
30214,25957,29372,31537
940180,39083,42761,44423
854790,29996,32246,29465
640340,49613,49220,43421
842620,11364,30786,64324
851090,30735,13870,17810
90121,30261,30530,31061
842230,29754,37100,30528
382311,40438,38721,28903
940429,46374,45172,42328
70410,28650,32717,30872
340120,22869,25985,20400
950699,47026,48125,48369
292149,22727,30552,29425
842119,24455,41529,37237
851020,17787,20481,14184
292529,34821,32604,33360
851140,65670,94192,38712
320419,42374,39045,33798
40490,16569,21520,28465
110710,35654,34543,36954
293624,22417,28825,25014
81010,27937,28472,32125
730490,27533,48958,57866
481950,42679,40909,39895
842951,8055,21526,20333
844391,39868,38705,39630
850151,22063,26095,32419
847490,31875,53456,41093
903039,27422,42362,33864
390591,27798,26011,35954
841239,20477,35094,33338
845011,43179,46159,37055
810890,48703,83300,41182
853310,73344,60846,34203
401180,0,10807,44301
401120,45604,44082,43854
841981,35109,36820,35261
903089,27744,32035,37576
820780,38333,38174,33628
270119,48804,53690,44533
842839,59850,49200,39079
320411,37097,36403,54277
80390,34823,32789,30970
721631,16110,49169,58859
60290,42346,21306,407
911012,419,5955,30163
842489,48256,29285,40215
291620,23697,22558,21347
290230,8156,7781,29142
846729,48328,43895,41809
741220,23582,35906,31550
80450,31373,35712,31572
730640,25572,25794,42527
740911,42724,41675,33957
851679,36124,43739,37556
290719,29670,35606,29158
481940,30165,33560,35538
722540,32471,48862,41706
284390,20762,26807,31205
900410,44209,49364,52704
731100,43142,29813,37205
721650,19240,39813,34548
850519,33353,32221,31737
611030,45090,44560,37369
722692,40231,44060,37257
80280,13073,11529,23098
391810,43407,40840,37089
901813,40149,45680,32774
840820,8942,21819,26497
721049,59819,49061,36023
391733,17841,25492,33577
330749,21911,23102,26198
70960,29262,25854,29644
292250,24022,31430,29554
847290,26904,30529,34385
851711,39964,18601,12822
482110,42282,34333,34567
10599,34358,34641,33259
903084,26438,21084,33001
741999,39525,35153,37059
730721,16421,26360,27054
271020,8,7,10230
591190,23122,23295,36205
900110,35163,36588,35212
610510,35713,38676,44085
740400,39890,58568,64617
700719,40584,37037,37597
841319,31363,32277,35381
846691,45185,40602,31582
821220,34432,31065,29537
853230,11479,25174,18444
160414,10495,11695,11685
621210,52869,51916,42900
110814,22951,27750,29285
730110,26147,25144,26913
481850,2073,1801,1673
820750,39226,44622,38424
730441,22258,46883,48419
330730,21715,24767,22658
350220,5765,6648,24882
850870,10239,18471,26869
902150,16424,14210,21829
291612,31847,39551,34871
290949,19670,33146,32682
847329,78858,64162,53551
401039,41250,37945,35526
711790,55555,43160,38949
940161,34207,43620,40935
760719,13822,19283,22336
721632,25797,26302,32656
292129,29413,39295,35929
900150,45967,42054,44609
20442,20927,22015,24327
300450,10390,16477,28479
320415,45268,54197,56621
70959,20934,23852,24810
851430,5025,10814,5845
901480,32164,41515,39366
902300,34246,28858,31002
330125,22937,30898,27279
290110,28502,24360,24261
722230,29976,25923,23839
190532,26160,29970,29522
130219,26956,31166,30808
848350,22463,25999,27816
390931,0,27181,27783
291090,1870,1773,2322
870850,6029,15241,20044
81040,16944,19245,20805
730690,62398,50847,45171
640590,87968,87057,63501
30383,82647,92368,42130
970500,720,1219,1303
390469,19289,23647,25065
850423,3687,15804,23787
732399,30116,28209,34283
680421,26122,29079,24224
854520,30226,44725,27394
750712,5691,8829,33459
293349,10139,3390,4561
150410,19322,18677,36526
960390,43653,41018,31145
842531,35393,21410,33737
830990,32358,35381,34276
70190,24404,23981,24550
291219,24384,26510,24626
847340,26014,27542,29248
30462,31377,40195,34537
730459,17903,38522,27755
441299,47620,49525,37221
851840,43541,57899,55034
850162,21414,29507,40667
70320,24522,15260,22656
71080,2960,3249,3785
282010,21621,26938,28592
30636,0,28734,26661
871120,18706,24717,36961
961210,30278,35457,40521
550290,0,65461,32450
848071,23864,32178,28039
780110,1262,8276,5250
940130,17409,22480,25270
851220,37516,18250,15147
80111,41455,32106,18836
200899,25726,26906,26314
381700,27711,31583,20986
390940,22680,29061,25205
730793,12772,19498,25490
730723,18704,24898,28026
850750,23050,32037,43993
760720,22117,28832,22562
950490,19998,24397,37689
845611,0,12630,28830
611780,82639,73477,39077
850590,31467,31516,31769
845230,23687,27517,25355
711810,15212,19561,12971
854020,11647,13515,13693
291829,32566,27414,26016
853670,29892,36582,35851
870840,22773,32615,37899
901210,31598,23606,30298
870422,39767,45727,34584
900691,61209,71372,41883
151319,40589,50514,38751
20443,21346,22964,20459
160250,19734,21071,22451
850990,7138,7681,12927
940350,30027,39992,31767
151620,30895,28216,25013
711011,131494,28868,4666
850132,12739,22183,23157
711311,54941,36452,34123
390890,20632,25775,21973
160521,39732,35364,32527
300431,6268,6971,10487
381239,0,36810,30330
852869,69903,60272,40494
320820,30486,23966,26066
321490,30806,29927,29943
285000,13540,18478,20536
292249,15867,17181,19425
90831,11980,12166,22074
390422,23951,23357,25228
190410,21511,22937,23487
701090,25721,24290,25768
270710,37061,0,0
290943,18104,37731,24554
850164,30924,24177,24228
902212,36967,31328,21348
900220,13359,15312,16014
390610,9438,34864,22511
722300,26790,24844,29091
854320,17968,19475,27079
391690,13926,18550,19797
480890,20920,26388,32697
730722,19964,15940,17016
730830,29530,28062,33271
292690,30866,26170,22617
821210,17534,17560,19398
843049,45206,36472,71258
300432,18845,26512,20613
392113,27030,27554,28157
722220,20915,26876,32271
940110,32605,59083,85229
80830,22807,22385,22857
250100,19336,27801,22718
911011,584,501,12676
40900,27464,24078,21527
621420,15592,26368,24261
840690,31645,35763,18532
831130,28967,29787,29297
831120,16555,22637,24752
851890,85660,75975,50646
281520,19353,19443,21933
841790,14405,17578,15577
843110,32278,24745,31887
721030,31503,31367,23927
170211,17826,14214,20988
870490,26574,24694,38996
790390,18629,26726,27799
870893,20761,23631,29237
381090,22465,23023,18233
731010,26633,32721,26374
850140,18769,21258,21180
210410,20726,21774,23716
390710,21651,25067,30681
730630,32812,36279,36680
620469,50845,48492,52300
846610,73435,52234,40362
870870,43409,27544,28427
392610,33371,34953,30561
620449,34576,32523,33794
81050,16516,21457,18531
842720,56984,57923,43875
843010,47233,50034,47942
842410,19672,19640,24846
851632,4372,9635,36005
711049,4122,20771,11053
481159,22753,22733,14153
392590,26701,21617,20613
620630,42564,40804,36652
340219,26320,22789,20879
481141,34423,28324,23966
845710,32603,49553,32267
291719,8831,12512,24594
80521,0,5998,25630
281410,15639,16349,19312
220190,21092,23802,28060
490110,28956,26131,28909
180632,47975,46167,45085
441231,22560,35662,28395
830242,34728,32147,28295
851610,15984,23263,22388
291830,17854,17167,22195
845290,36026,40999,39030
851821,25140,26734,24927
701790,26036,25317,26613
290619,14749,18643,21866
890590,159203,7926,15298
902511,948,681,601
730719,36316,41499,32348
80440,16859,19476,19524
760410,29544,27383,24413
854419,16482,22312,13125
846791,38533,36904,29811
400942,20357,28019,20002
750522,14980,32032,33112
40620,17696,18087,19042
830140,15764,21505,21586
381590,36581,43187,37930
730411,17983,14924,17703
850730,23719,24798,30058
292090,25024,22601,21480
841582,19841,23643,19461
350699,48855,49450,34664
392061,15347,17187,15627
70993,20273,20496,19561
851981,34826,22039,22407
410320,51164,53248,47935
844900,17446,22960,11205
91091,18367,19560,18498
200811,18214,19047,18596
842699,23428,34175,53538
560121,5309,4842,6731
820770,21562,26999,26968
190120,14947,17463,18233
281512,44058,43981,31936
271290,22336,24051,20937
722211,13434,17794,19830
901832,13888,18407,25193
690919,27138,29688,24434
381400,26125,25218,23337
902810,3556,4753,29187
640391,24199,28843,25659
820730,18630,26705,22550
850860,12832,14101,15224
854720,19009,21193,24181
950430,31981,46955,39000
853949,23917,20143,20321
291450,17368,18532,14741
411330,9647,6334,4304
160100,16602,17253,17167
392069,32438,24613,24752
30481,15407,18378,20421
940389,33253,31573,24625
350510,15416,21141,21586
870120,56179,51077,54638
850980,19556,21024,23456
750620,11177,42208,10668
851110,21090,22063,29114
650500,17838,20188,19964
90111,30213,39022,39394
681019,22160,29415,31005
40610,10634,14435,15263
851810,20441,20638,21290
830241,30949,33476,25733
292429,24972,17773,16941
482190,12122,20183,16317
40150,16268,21376,18892
847910,13874,21421,21417
871492,1888,1958,9636
60319,18065,20289,20011
830130,15183,13230,16811
842833,15860,18541,30303
722090,17971,17315,17309
852190,71251,39922,22713
280300,11656,12664,11752
950790,33262,27721,24934
210120,15871,17797,21171
701399,16800,22141,23750
70610,18246,18338,16573
902890,39083,28080,25744
380210,9592,21513,19574
620442,27266,31887,29585
90710,107726,76119,18254
960810,33722,33418,28033
480100,37748,47911,32195
851490,28268,25954,18185
903020,19535,21693,22174
842911,5736,6871,20712
294000,10886,13999,11998
853530,19264,37030,7899
440729,31353,35005,29594
180500,21781,20044,20035
730449,15312,25798,20520
320412,23736,25023,18042
220850,16972,25022,24895
282619,12891,15549,15599
730512,5404,5307,9500
291532,31323,45046,40919
91011,10374,11709,13401
650610,14866,15332,16651
621149,29588,28516,23726
830710,18696,19326,38607
284329,20136,19000,16009
847780,24133,18122,32372
382440,26641,25951,28819
731822,21570,29510,19997
330190,22636,24090,21734
720449,11762,29718,12612
950710,20247,29481,30355
790700,15829,19020,16787
560749,15133,16964,18033
848240,16857,19368,22180
441899,0,20164,21685
721699,14618,16764,23581
170230,10591,13210,16146
340119,6640,6135,10116
847710,29015,29794,20459
220860,32026,31276,30500
871680,15118,18431,21679
860800,14805,27663,29176
900120,21414,33139,21524
730439,13804,24293,21909
51199,17223,18881,20494
680422,17040,20813,18426
761510,19508,20148,18389
870321,38385,33453,36036
400270,37769,35047,19634
730210,8335,9915,9574
848320,26246,28106,33733
680530,12483,14574,15019
330112,23070,25547,25157
911390,18029,19392,18607
540752,6902,10048,18524
80119,13639,14780,15596
491110,30078,25626,23295
630622,2351,3561,1374
721391,77166,46129,59687
30389,23063,19143,14717
280920,18240,18785,15395
293930,13050,15275,16036
290519,10724,15151,18913
870380,0,26205,74766
870431,3525,2348,10811
70970,12685,13556,13855
730300,20282,22901,24179
482320,8304,17840,23171
481890,11703,10944,8132
620343,22843,22625,19710
30722,0,13939,23177
320990,24246,23301,20298
902920,3916,5011,8380
850212,31126,19988,15608
640319,33751,22847,19989
810520,67950,41232,17425
600690,18856,12334,16742
940599,31354,21278,21715
292122,31495,29592,24435
481019,36232,35229,26851
283524,7757,20412,12530
740931,24469,14685,10289
722511,27373,40153,16940
551011,0,0,0
902580,13752,15834,14588
380892,18232,18657,11621
