Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
390720,103806,104911,82732
760612,85049,73333,60115
81010,62059,64082,59370
320890,71957,76898,72240
620463,97253,101689,92108
321490,85275,77517,67161
900659,48826,45190,52792
392113,101066,101023,87412
711620,72957,33328,72737
610443,163557,159765,132790
851310,89162,83353,68968
852719,75106,62153,69057
710610,75714,82768,99753
681510,28754,42173,57376
853670,114014,64938,72814
902300,57913,71298,69415
848280,43607,52569,54714
200520,55829,57122,56239
842890,111659,106009,87262
420291,133148,121113,101010
940490,61781,73682,71193
841582,73854,68106,70868
610463,75646,81914,74775
420310,135954,124940,96399
853110,247723,155722,84270
441820,62750,69652,64758
950699,125808,149862,130540
220830,77438,98514,110377
854419,59565,42277,63590
903089,43059,73030,43875
911390,93532,83239,89282
840910,29415,51603,37934
940510,85871,77785,73013
940390,81006,83567,74466
80261,110965,89481,65385
711419,77937,89117,71804
901850,70285,76272,70052
190220,38840,43204,46824
510820,53766,56700,67589
940320,72969,75759,78404
911430,91172,100305,95392
300439,49138,51631,46598
902910,95561,95499,82492
850940,78448,71573,64687
903031,42038,47791,52733
842240,23948,39886,35762
621420,77320,94421,80225
441899,58019,58577,68611
670290,79502,75532,75254
620449,92722,91025,77663
284290,12445,36427,52003
830249,57879,65570,63970
620213,70710,88641,93361
390140,682,65388,59588
720851,33005,39109,35273
841899,74806,71371,82720
540761,100095,99132,85876
600537,72704,72541,69389
910820,107882,103798,69895
620640,128524,126940,104591
40291,69211,66008,59991
330290,57287,69507,60843
842649,48151,27917,34143
870421,20209,17096,44507
902129,44866,51809,59349
845710,143721,77167,34083
903084,31767,29010,27832
852329,26692,23693,48794
30489,85735,63729,65678
80390,53112,54118,53679
740911,36964,44137,42171
200899,57789,59711,63687
610462,83392,91142,78880
580632,66412,75446,66352
20690,70302,54300,50067
732393,70566,67199,62953
610822,179730,134896,109225
902139,87294,104448,71487
30722,87045,66566,61525
410441,129764,134493,127393
390230,48992,55323,56656
850590,67162,73196,59111
10290,31549,52197,48628
690721,70339,65348,66634
282560,15487,34374,14781
300630,58518,67438,72063
80521,35324,44746,62206
950430,110073,131132,92213
340290,70208,60565,46052
600624,107562,101240,52488
851631,45714,87831,99157
392330,62732,57374,49440
741999,40363,45374,51592
481190,64230,70757,61008
420500,89929,90511,99167
611120,110526,97898,70957
80830,44571,47348,48545
640620,79956,63914,59695
847690,81969,106316,77930
610342,67074,84451,76543
853720,33127,36693,29442
610343,50354,58437,69082
701952,52080,48375,42006
160241,58876,50379,46230
900699,35786,35164,32329
210500,36626,38827,44392
250590,10402,16073,87377
850730,56781,67103,60249
870422,141286,135938,124282
540233,74978,65310,53117
680530,40695,58123,31135
481940,69864,71337,64021
650500,75221,78561,67588
846595,32882,42583,117354
841480,31516,33993,45915
702000,84456,59493,44684
81050,52553,48243,58224
200599,30816,43775,63556
847710,113640,110326,103966
851580,45641,48207,50461
841430,52823,71220,54959
392061,79347,63178,56592
611090,82267,72408,64132
940599,54238,49834,50843
390690,91795,96751,61734
640319,31743,68964,95883
180631,87341,59192,67810
902290,56527,50940,49331
540742,70362,65583,54636
711790,105982,110294,110946
293299,6900,9685,6846
900220,24886,20320,16270
830810,46800,51018,46877
620431,47666,59783,63575
731811,27923,41840,41614
190110,63536,94142,75862
911190,55379,74033,58025
853620,77647,59656,66097
620332,56636,65106,63207
870880,70549,78400,57643
848390,64944,70537,60819
950790,43194,45779,47544
940190,36671,49633,56872
300590,12223,11196,11300
230990,37365,43154,44978
321410,39892,51999,49724
392350,49214,47193,47872
40690,35847,37547,41323
902000,85262,91064,59516
890400,51332,73389,84172
870340,9744,24347,46873
901490,11577,28727,77037
848230,25836,38744,33109
390320,63415,58851,44515
392020,94136,67890,52973
845229,70922,57421,64451
830629,50605,62898,57025
850213,62924,76129,59383
960330,8960,12635,29231
720449,83795,143201,79642
847321,36862,56777,73958
210112,30866,39318,43978
510810,76296,80929,59352
841990,41489,40715,88561
40510,67442,64552,57421
30632,52011,65661,59013
843139,40827,50428,52182
621040,57073,62064,57843
860310,247145,37953,33958
847950,47785,52807,42166
821220,59844,55251,52078
860799,24230,29988,41252
90210,10344,25073,33838
842310,21648,25343,25774
721632,3347,14245,26133
392329,56290,65783,46640
853950,119007,68635,70808
620469,66199,74737,65828
730840,52591,26896,33741
841583,41549,40807,38979
903039,46593,37551,51093
850720,49267,53836,56291
721030,158318,117723,77749
620444,64661,68997,66934
401699,44425,49973,42564
390422,61216,65823,53465
760110,61871,52010,48696
851632,50752,41137,47005
80440,55606,58318,45147
721049,67842,49897,44809
960622,69427,68379,61521
491110,61951,63692,60483
741110,53667,52367,46770
300510,35285,48202,54430
621410,46157,56770,56732
600192,106120,74282,43172
392119,70585,58032,51614
902830,28371,19389,27298
350699,33694,44469,57223
851220,42716,53527,49839
847780,18986,12213,8589
620453,44780,50679,48153
722519,66837,69890,49947
843010,9862,13977,35037
340399,59387,68926,58244
844313,110902,124397,90295
551219,73168,88125,66614
610711,75033,62498,55704
540752,81724,76701,63042
560312,32692,20832,34092
401410,32841,34524,43595
40310,28351,33787,36370
410799,139803,123811,76424
480257,65192,58757,48205
